Season,Squad,Total Cmp_for,Total Att_for,Total Cmp%_for,Short Cmp_for,Short Att_for,Short Cmp%_for,Medium Cmp_for,Medium Att_for,Medium Cmp%_for,Long Cmp_for,Long Att_for,Long Cmp%_for,Unnamed: 17_level_0 Ast_for,Unnamed: 18_level_0 xAG_for,Expected xA_for,Expected A-xAG_for,Unnamed: 21_level_0 KP_for,Unnamed: 22_level_0 1/3_for,Unnamed: 23_level_0 PPA_for,Unnamed: 24_level_0 CrsPA_for,Unnamed: 25_level_0 PrgP_for,Total Cmp_against,Total Cmp%_against,Total PrgDist_against,Short Cmp_against,Short Att_against,Short Cmp%_against,Medium Cmp_against,Medium Att_against,Medium Cmp%_against,Long Cmp_against,Long Att_against,Long Cmp%_against,Unnamed: 17_level_0 Ast_against,Unnamed: 18_level_0 xAG_against,Expected xA_against,Expected A-xAG_against,Unnamed: 21_level_0 KP_against,Unnamed: 22_level_0 1/3_against,Unnamed: 23_level_0 PPA_against,Unnamed: 24_level_0 CrsPA_against,Unnamed: 25_level_0 PrgP_against
2019-2020,Barcelona,24758,28227,87.7,12607,13663,92.3,9115,9972,91.4,1889,2618,72.2,62,49.5,51.2,12.5,384,1827,417,31,2042,10889,76.1,73922,5128,5926,86.5,4001,4816,83.1,1301,2487,52.3,21,23.6,23.3,-2.6,257,753,210,68,1003
2019-2020,Betis,16182,19823,81.6,7354,8220,89.5,6504,7416,87.7,1774,2986,59.4,35,36.9,33.8,-1.9,360,1015,322,84,1475,11625,75.2,82200,5043,5816,86.7,4579,5561,82.3,1552,2976,52.2,40,36.1,32.5,3.9,330,915,270,77,1263
2019-2020,Celta Vigo,14552,18557,78.4,6742,7687,87.7,5746,6750,85.1,1422,2704,52.6,26,26.2,26.2,-0.2,279,970,253,60,1364,13456,76.7,86488,6243,7168,87.1,5045,6092,82.8,1611,3054,52.8,31,33.4,33.9,-2.4,327,1116,286,83,1436
2019-2020,Eibar,10439,15551,67.1,4422,5456,81.0,4008,5354,74.9,1713,3829,44.7,24,26.0,26.3,-2.0,292,1007,224,108,1265,13273,72.6,99810,5931,7081,83.8,5059,6351,79.7,1801,3578,50.3,38,40.0,28.7,-2.0,278,810,272,79,1177
2019-2020,Espanyol,11881,16363,72.6,4830,5791,83.4,5174,6369,81.2,1528,3235,47.2,17,27.3,26.7,-10.3,283,962,222,86,1240,13993,76.3,92695,6503,7537,86.3,5361,6468,82.9,1645,3189,51.6,35,34.9,30.5,0.1,317,1122,262,73,1452
2019-2020,Getafe,8319,13715,60.7,3535,4713,75.0,2977,4408,67.5,1466,3508,41.8,31,27.9,26.6,3.1,284,970,275,130,1196,11770,69.6,93019,5239,6390,82.0,4359,5709,76.4,1621,3378,48.0,21,29.5,24.4,-8.5,193,817,150,50,1089
2019-2020,Granada,9810,14105,69.5,3970,4840,82.0,3979,5089,78.2,1486,3136,47.4,34,30.5,26.2,3.5,275,822,176,69,1009,14365,77.2,95022,6722,7662,87.7,5544,6693,82.8,1632,3098,52.7,37,33.1,29.0,3.9,341,992,258,71,1397
2019-2020,Leganés,10336,14838,69.7,4801,5718,84.0,3782,4953,76.4,1390,3161,44.0,19,27.7,25.4,-8.7,292,890,223,95,1165,15049,77.0,96360,6509,7555,86.2,6127,7287,84.1,1834,3433,53.4,34,29.7,30.5,4.3,262,1092,238,92,1423
2019-2020,Levante,12415,16332,76.0,5677,6494,87.4,4771,5765,82.8,1611,3073,52.4,28,36.3,27.2,-8.3,326,983,253,75,1358,13838,77.8,95933,6315,7179,88.0,5298,6393,82.9,1721,3132,54.9,40,47.2,45.6,-7.2,436,1102,340,110,1499
2019-2020,Mallorca,11782,15636,75.4,5648,6558,86.1,4220,5197,81.2,1275,2576,49.5,21,25.4,26.6,-4.4,309,831,211,73,1210,15595,80.0,102283,6807,7785,87.4,6476,7483,86.5,1796,3065,58.6,39,43.2,39.5,-4.2,390,1254,386,97,1681
2019-2020,Osasuna,10959,15904,68.9,4772,5858,81.5,4189,5547,75.5,1654,3435,48.2,26,34.4,29.5,-8.4,341,946,267,94,1359,13039,72.5,91634,6047,7118,85.0,4939,6217,79.4,1608,3434,46.8,39,35.9,30.8,3.1,303,952,257,81,1311
2019-2020,Real Madrid,20107,23733,84.7,9829,10697,91.9,7274,8243,88.2,2405,3556,67.6,52,49.9,47.3,2.1,438,1548,400,100,1972,12998,77.8,88106,6010,6812,88.2,5025,5948,84.5,1433,2719,52.7,21,23.9,22.0,-2.9,249,899,185,46,1211
2019-2020,Real Sociedad,15989,20229,79.0,6898,7968,86.6,7100,8250,86.1,1568,2851,55.0,38,35.4,34.4,2.6,323,1136,327,86,1588,11671,73.6,80029,5293,6157,86.0,4408,5497,80.2,1526,3060,49.9,33,27.7,29.4,5.3,296,837,223,66,1133
2019-2020,Sevilla,17525,21733,80.6,7645,8604,88.9,7011,8197,85.5,2222,3526,63.0,35,38.4,39.4,-3.4,359,1272,343,110,1823,11772,74.3,82999,5296,6178,85.7,4555,5583,81.6,1403,2908,48.2,21,24.4,22.4,-3.4,255,906,195,55,1138
2019-2020,Valencia,14490,18258,79.4,6320,7145,88.5,5926,6878,86.2,1705,3096,55.1,34,31.7,29.7,2.3,253,974,273,59,1378,15727,80.9,95683,7636,8502,89.8,5900,6868,85.9,1662,2975,55.9,31,35.3,36.5,-4.3,410,1367,363,112,1698
2019-2020,Valladolid,11187,15457,72.4,4901,5779,84.8,4401,5426,81.1,1531,3230,47.4,19,24.0,20.5,-5.0,254,841,155,57,1106,15445,78.5,100058,7076,8132,87.0,6084,7219,84.3,1705,3024,56.4,26,38.7,36.9,-12.7,345,1315,328,94,1764
2019-2020,Villarreal,16218,20045,80.9,7011,7907,88.7,6626,7599,87.2,2025,3322,61.0,40,43.1,37.4,-3.1,368,1112,276,75,1483,13964,77.4,92332,6347,7237,87.7,5333,6425,83.0,1757,3206,54.8,35,31.9,32.8,3.1,355,1090,296,104,1465
2018-2019,Alavés,9631,14061,68.5,4155,5125,81.1,3682,4818,76.4,1514,3235,46.8,27,29.0,24.9,-2.0,298,831,224,117,1113,14913,76.8,101430,6535,7568,86.4,6103,7324,83.3,1898,3487,54.4,31,36.6,36.4,-5.6,362,1307,365,88,1843
2018-2019,Athletic Club,13195,17584,75.0,6013,7036,85.5,5053,6188,81.7,1662,3197,52.0,26,30.7,34.5,-4.7,299,1069,288,86,1452,13325,75.4,94220,5998,6949,86.3,5161,6360,81.1,1696,3219,52.7,32,33.9,31.0,-1.9,279,1026,239,82,1317
2018-2019,Atlético Madrid,14943,19014,78.6,7677,8649,88.8,4958,6062,81.8,1494,2809,53.2,36,35.3,37.2,0.7,350,1128,288,47,1386,15714,80.0,101682,6809,7753,87.8,6480,7601,85.3,2028,3316,61.2,15,29.2,26.7,-14.2,315,1273,279,77,1651
2018-2019,Barcelona,23263,26691,87.2,11437,12414,92.1,8986,9977,90.1,2097,2877,72.9,61,55.8,54.3,5.2,405,1807,438,37,2110,11210,76.4,79040,5320,6078,87.5,4168,5053,82.5,1370,2612,52.5,25,34.3,29.6,-9.3,299,760,237,70,1092
2018-2019,Betis,19411,22871,84.9,9076,9940,91.3,7937,8845,89.7,1761,2815,62.6,30,32.9,35.9,-2.9,326,1279,304,61,1631,10604,75.3,75862,4788,5470,87.5,4120,4963,83.0,1321,2635,50.1,42,37.2,33.6,4.8,321,819,259,67,1153
2018-2019,Celta Vigo,14955,18808,79.5,6600,7448,88.6,6152,7186,85.6,1693,3042,55.7,37,33.6,29.7,3.4,343,959,245,67,1288,13631,77.4,91783,6380,7294,87.5,5145,6195,83.1,1698,3087,55.0,41,43.5,39.6,-2.5,370,1177,330,102,1503
2018-2019,Eibar,12976,18501,70.1,5205,6395,81.4,5155,6570,78.5,2179,4285,50.9,26,36.7,38.9,-10.7,374,1359,353,152,1619,10922,68.5,91696,4921,6084,80.9,4070,5435,74.9,1622,3380,48.0,39,37.2,29.7,1.8,252,744,215,60,1070
2018-2019,Espanyol,13855,17740,78.1,5888,6755,87.2,5853,6979,83.9,1783,3044,58.6,26,33.8,32.7,-7.8,332,1060,306,60,1495,14249,78.0,94116,6331,7221,87.7,5614,6736,83.3,1833,3261,56.2,26,35.9,35.0,-9.9,386,1163,301,93,1585
2018-2019,Getafe,8108,13021,62.3,3280,4305,76.2,3027,4335,69.8,1505,3376,44.6,34,32.9,28.7,1.1,294,842,272,86,1131,14702,74.9,103844,6604,7765,85.0,5767,7067,81.6,1846,3533,52.3,18,29.8,29.8,-11.8,267,1107,245,66,1385
2018-2019,Girona,13136,17212,76.3,5279,6114,86.3,5722,6882,83.1,1791,3324,53.9,23,29.3,31.2,-6.3,280,869,256,92,1316,14706,77.9,99598,6716,7699,87.2,5958,7040,84.6,1656,3129,52.9,34,38.0,35.6,-4.0,386,1183,325,80,1624
2018-2019,Huesca,10586,14891,71.1,4641,5565,83.4,3976,5151,77.2,1575,3157,49.9,28,34.6,31.3,-6.6,336,873,272,111,1209,14546,77.3,98493,6398,7342,87.1,5951,7078,84.1,1749,3270,53.5,46,43.1,40.1,2.9,334,1207,300,66,1576
2018-2019,Leganés,10733,15210,70.6,4636,5593,82.9,4186,5407,77.4,1727,3486,49.5,25,28.1,26.9,-3.1,306,933,234,121,1153,16214,78.6,100295,6836,7826,87.3,6835,8045,85.0,2025,3622,55.9,27,28.6,30.4,-1.6,285,1277,278,89,1596
2018-2019,Levante,10824,14765,73.3,4880,5718,85.3,4064,5049,80.5,1458,2927,49.8,39,38.5,28.5,0.5,307,932,250,63,1295,13968,78.1,96118,6354,7213,88.1,5483,6551,83.7,1724,3121,55.2,41,51.4,47.4,-10.4,521,1068,374,103,1553
2018-2019,Rayo Vallecano,12469,16307,76.5,5658,6496,87.1,4841,5856,82.7,1534,2945,52.1,24,33.0,29.2,-9.0,334,904,224,80,1326,13416,76.2,95976,5813,6721,86.5,5391,6499,83.0,1830,3275,55.9,51,41.0,38.1,10.0,326,1203,327,94,1557
2018-2019,Real Madrid,20625,24198,85.2,9972,10890,91.6,7745,8656,89.5,2465,3521,70.0,39,49.9,44.8,-10.9,464,1628,386,87,2094,12483,77.9,86266,5911,6674,88.6,4727,5617,84.2,1436,2676,53.7,32,33.0,27.3,-1.0,282,902,209,60,1158
2018-2019,Real Sociedad,14565,18547,78.5,6175,7064,87.4,6300,7372,85.5,1729,3062,56.5,27,33.0,31.3,-6.0,316,1016,252,89,1381,13338,75.9,91628,5876,6814,86.2,5123,6225,82.3,1863,3370,55.3,30,34.2,34.2,-4.2,316,1063,284,94,1407
2018-2019,Sevilla,14555,18806,77.4,6592,7512,87.8,5816,6932,83.9,1752,3230,54.2,47,49.3,45.6,-2.3,390,1165,392,103,1804,13190,76.4,94681,5859,6810,86.0,5203,6303,82.5,1734,3144,55.2,29,31.2,30.9,-2.2,354,1041,263,68,1407
2018-2019,Valencia,13679,17639,77.5,6044,6956,86.9,5503,6585,83.6,1731,3065,56.5,38,46.7,45.2,-8.7,369,1184,325,89,1561,16386,80.2,97984,7695,8578,89.7,6417,7494,85.6,1751,3189,54.9,19,26.7,33.2,-7.7,339,1258,300,96,1632
2018-2019,Valladolid,12015,16279,73.8,5157,5989,86.1,4872,5901,82.6,1664,3425,48.6,19,26.7,24.2,-7.7,293,981,193,73,1299,14608,78.5,101842,6432,7351,87.5,5897,6994,84.3,1872,3193,58.6,36,43.1,41.4,-7.1,369,1263,314,109,1642
2018-2019,Villarreal,13758,17648,78.0,5946,6834,87.0,5697,6759,84.3,1829,3142,58.2,34,39.0,33.8,-5.0,364,1206,294,67,1648,15157,79.4,98016,6735,7588,88.8,5912,6930,85.3,1991,3445,57.8,32,41.0,38.7,-9.0,417,1184,352,124,1560
2017-2018,Alavés,9696,13876,69.9,4360,5314,82.0,3564,4667,76.4,1462,3022,48.4,31,27.7,22.0,3.3,277,835,176,62,1045,16759,79.9,108909,7415,8450,87.8,6737,7898,85.3,2235,3701,60.4,28,38.8,37.7,-10.8,392,1459,345,106,1842
2017-2018,Athletic Club,13195,17614,74.9,5337,6361,83.9,5378,6581,81.7,2185,3745,58.3,25,33.7,33.3,-8.7,304,1214,292,104,1519,13708,76.1,93926,6277,7277,86.3,5162,6313,81.8,1874,3382,55.4,33,37.1,30.1,-4.1,331,996,254,80,1311
2017-2018,Atlético Madrid,14484,18580,78.0,7240,8251,87.7,5003,6032,82.9,1640,3052,53.7,41,36.6,30.9,4.4,295,1168,259,34,1460,16583,80.1,103147,7860,8856,88.8,6372,7510,84.8,1911,3252,58.8,17,27.6,28.0,-10.6,321,1362,303,85,1677
2017-2018,Barcelona,22147,25740,86.0,11075,12080,91.7,8023,8966,89.5,2132,3013,70.8,74,64.6,62.9,9.4,418,1728,475,30,2151,11775,77.0,82874,5689,6506,87.4,4190,5098,82.2,1544,2794,55.3,22,32.3,26.9,-10.3,340,918,233,65,1190
2017-2018,Betis,17953,21622,83.0,8266,9140,90.4,7380,8393,87.9,1914,3161,60.6,43,35.2,31.5,7.8,317,1228,234,64,1506,12416,76.1,87704,5760,6619,87.0,4672,5666,82.5,1592,3021,52.7,45,35.9,33.3,9.1,332,1057,314,106,1354
2017-2018,Celta Vigo,16981,21071,80.6,7248,8226,88.1,7245,8294,87.4,2110,3577,59.0,45,43.0,36.8,2.0,332,1239,309,87,1595,12810,75.8,89598,6167,7099,86.9,4658,5797,80.4,1617,3120,51.8,48,41.5,38.2,6.5,335,1118,314,79,1361
2017-2018,Eibar,12725,17961,70.8,5088,6219,81.8,4938,6299,78.4,2360,4474,52.7,31,30.2,29.0,0.8,333,1287,257,138,1468,11768,70.1,92849,5394,6582,82.0,4405,5681,77.5,1591,3451,46.1,36,34.4,26.6,1.6,242,803,204,68,1056
2017-2018,Espanyol,12753,17192,74.2,5919,6877,86.1,4810,5905,81.5,1687,3420,49.3,24,27.8,28.2,-3.8,290,1036,232,85,1276,15453,77.9,101627,6700,7675,87.3,6260,7442,84.1,2105,3753,56.1,26,35.9,35.2,-9.9,343,1266,272,79,1615
2017-2018,Getafe,8531,13193,64.7,3726,4705,79.2,2960,4155,71.2,1522,3394,44.8,27,29.6,25.5,-2.6,255,884,257,67,1092,15456,76.9,106393,7065,8195,86.2,5972,7265,82.2,2027,3614,56.1,28,29.9,28.6,-1.9,283,1289,270,75,1580
2017-2018,Girona,11843,16037,73.8,5017,5865,85.5,4565,5639,81.0,1992,3751,53.1,31,34.4,34.8,-3.4,326,982,223,113,1215,14053,76.8,94942,6491,7441,87.2,5632,6765,83.3,1510,3075,49.1,39,34.6,30.8,4.4,299,1114,272,54,1436
2017-2018,La Coruña,12784,16975,75.3,5792,6770,85.6,4835,5966,81.0,1822,3322,54.8,30,40.0,35.1,-10.0,343,1090,272,85,1477,15475,79.0,105558,7187,8175,87.9,5796,6870,84.4,2019,3449,58.5,53,43.3,37.8,9.7,406,1332,320,86,1709
2017-2018,Las Palmas,15824,19788,80.0,7765,8727,89.0,5854,6917,84.6,1657,2998,55.3,15,24.8,27.8,-9.8,293,1030,255,61,1332,12571,76.3,93028,5998,6942,86.4,4622,5585,82.8,1558,2966,52.5,53,55.5,40.0,-2.5,415,1091,277,77,1410
2017-2018,Leganés,10383,14887,69.7,4971,5989,83.0,3631,4767,76.2,1500,3243,46.3,23,30.0,27.0,-7.0,291,926,190,75,1111,15687,77.6,105585,6745,7802,86.5,6397,7656,83.6,2119,3694,57.4,28,31.5,30.8,-3.5,302,1219,276,89,1468
2017-2018,Levante,10715,14768,72.6,4844,5740,84.4,4091,5116,80.0,1493,3025,49.4,28,31.8,22.5,-3.8,287,979,272,87,1286,16099,80.0,107215,7111,8028,88.6,6437,7503,85.8,2084,3485,59.8,41,45.3,42.1,-4.3,410,1333,349,88,1661
2017-2018,Málaga,11424,15769,72.4,5144,6089,84.5,4252,5405,78.7,1693,3361,50.4,15,26.3,23.6,-11.3,291,949,213,97,1169,15890,78.6,106437,6910,7997,86.4,6539,7682,85.1,2107,3572,59.0,44,43.1,36.4,0.9,333,1389,299,76,1777
2017-2018,Real Madrid,20954,24496,85.5,10538,11420,92.3,7559,8541,88.5,2276,3309,68.8,65,62.8,58.8,2.2,550,1845,512,122,2383,12894,79.4,94199,6185,6886,89.8,4693,5552,84.5,1626,2872,56.6,34,31.5,28.6,2.5,282,1061,226,57,1229
2017-2018,Real Sociedad,16973,20838,81.5,7580,8448,89.7,6886,7927,86.9,2025,3358,60.3,47,38.9,35.6,8.1,389,1253,313,103,1605,12215,75.9,87842,5812,6667,87.2,4378,5374,81.5,1651,3075,53.7,41,35.5,30.2,5.5,292,988,236,62,1244
2017-2018,Sevilla,16366,20571,79.6,8012,9022,88.8,6227,7403,84.1,1648,2973,55.4,35,42.8,36.9,-7.8,395,1304,343,56,1824,13236,76.3,94007,6031,6923,87.1,5068,6128,82.7,1726,3286,52.5,39,36.6,31.4,2.4,330,1064,262,76,1410
2017-2018,Valencia,14289,18004,79.4,6215,7101,87.5,6045,7114,85.0,1688,2915,57.9,45,39.9,33.5,5.1,354,1223,307,75,1563,15392,79.2,99429,7404,8249,89.8,5680,6758,84.0,1856,3333,55.7,28,35.2,36.8,-7.2,347,1292,301,91,1613
2017-2018,Villarreal,14995,18797,79.8,6901,7805,88.4,5966,7033,84.8,1827,3099,59.0,45,42.0,31.8,3.0,372,1157,246,60,1453,14775,78.4,97909,6837,7780,87.9,5542,6577,84.3,1881,3317,56.7,37,36.2,37.6,0.8,377,1206,310,106,1587
2024-2025-femenino,Athletic Club,11822,14972,79.0,4498,5269,85.4,5997,6915,86.7,1163,2168,53.6,24,22.4,20.9,1.6,190,899,180,60,1110,10347,76.4,73430,4502,5299,85.0,4445,5378,82.7,1161,2161,53.7,18,22.8,24.8,-4.8,258,950,233,79,1117
2024-2025-femenino,Atlético Madrid,13559,16594,81.7,6206,7030,88.3,5960,6931,86.0,1119,1917,58.4,35,30.8,33.5,4.2,297,1305,273,55,1603,8644,73.8,65767,3796,4448,85.3,3710,4519,82.1,959,2104,45.6,15,19.6,18.6,-4.6,246,697,171,61,814
2024-2025-femenino,Barcelona,19651,22664,86.7,11161,12116,92.1,6890,7781,88.5,1107,1756,63.0,90,81.8,91.3,8.2,705,2333,662,136,2601,5159,65.6,45055,2258,2833,79.7,2133,2798,76.2,654,1788,36.6,9,7.8,5.4,1.2,86,239,54,16,273
2024-2025-femenino,Dep La Coruña,8316,11499,72.3,3126,3887,80.4,4019,4918,81.7,1006,2116,47.5,18,17.6,14.0,0.4,207,592,138,39,762,10950,76.1,76989,4903,5787,84.7,4763,5748,82.9,1073,2111,50.8,32,37.7,41.6,-5.7,363,1106,307,105,1513
2024-2025-femenino,Eibar,4956,8728,56.8,1777,2582,68.8,2150,3157,68.1,908,2468,36.8,16,12.3,12.6,3.7,144,496,102,46,589,13183,76.6,89259,5640,6679,84.4,5986,7135,83.9,1331,2633,50.6,33,31.9,35.5,1.1,306,1382,282,64,1660
2024-2025-femenino,Espanyol,5124,8382,61.1,1951,2649,73.7,2234,3149,70.9,806,2032,39.7,20,17.8,18.4,2.2,185,502,138,58,626,12345,78.1,89076,4881,5770,84.6,5949,6977,85.3,1344,2455,54.7,29,33.1,36.9,-4.1,297,1146,252,62,1356
2024-2025-femenino,Granada,10208,13827,73.8,3433,4229,81.2,5071,6092,83.2,1566,2883,54.3,26,26.0,28.8,0.0,274,869,219,100,1094,8910,73.1,72318,3744,4509,83.0,3843,4827,79.6,1060,2149,49.3,31,29.5,27.5,1.5,237,797,205,42,1030
2024-2025-femenino,Levante,10610,13927,76.2,4554,5365,84.9,4796,5739,83.6,1057,2156,49.0,18,20.0,22.6,-2.0,215,862,176,47,1083,10305,76.0,77240,4208,5031,83.6,4719,5611,84.1,1135,2174,52.2,33,33.9,37.4,-0.9,291,934,215,64,1216
2024-2025-femenino,Levante Planas,10244,13597,75.3,4404,5223,84.3,4591,5581,82.3,1012,2080,48.7,11,21.9,24.5,-10.9,223,964,169,32,1175,10044,74.7,74226,4422,5244,84.3,4394,5333,82.4,1021,2166,47.1,34,24.8,25.5,9.2,212,877,187,62,919
2024-2025-femenino,Madrid CFF,9332,12849,72.6,3985,4904,81.3,4008,5010,80.0,1094,2197,49.8,27,25.3,20.4,1.7,259,697,181,60,884,10086,74.9,78042,4074,4915,82.9,4799,5779,83.0,1027,2198,46.7,42,30.5,28.4,11.5,291,1005,208,49,1159
2024-2025-femenino,Real Betis,8460,11853,71.4,3504,4344,80.7,3721,4612,80.7,1028,2184,47.1,14,15.4,16.4,-1.4,178,644,164,35,877,10529,76.1,79557,4360,5167,84.4,4823,5719,84.3,1123,2212,50.8,39,37.4,34.2,1.6,373,1013,289,90,1300
2024-2025-femenino,Real Madrid,13859,16851,82.2,5763,6574,87.7,6391,7270,87.9,1450,2261,64.1,57,53.6,53.4,3.4,440,1552,389,99,1858,8146,72.8,61995,3616,4254,85.0,3506,4308,81.4,859,2083,41.2,12,12.8,14.1,-0.8,147,575,135,36,704
2024-2025-femenino,Real Sociedad,12654,15838,79.9,5354,6146,87.1,5959,6832,87.2,1121,2134,52.5,28,28.2,27.6,-0.2,277,1161,237,54,1357,8461,73.7,71798,3658,4435,82.5,3540,4386,80.7,1108,2096,52.9,30,28.8,28.0,1.2,256,738,199,56,921
2024-2025-femenino,Sevilla,7661,11070,69.2,3086,3864,79.9,3601,4559,79.0,867,2138,40.6,17,20.8,17.0,-3.8,183,601,108,45,721,11451,76.6,82313,4687,5554,84.4,5341,6370,83.8,1225,2339,52.4,29,26.4,25.3,2.6,269,1058,206,64,1260
2024-2025-femenino,UDG Tenerife,7808,11368,68.7,2785,3615,77.0,3797,4762,79.7,1134,2485,45.6,26,21.7,22.4,4.3,209,688,169,58,851,10917,75.3,78298,4593,5506,83.4,4961,6018,82.4,1133,2279,49.7,25,24.1,26.0,0.9,275,1080,202,49,1224
2024-2025-femenino,Valencia,6881,10188,67.5,2579,3342,77.2,3115,4005,77.8,1014,2218,45.7,16,15.4,18.4,0.6,214,657,136,58,793,11668,77.4,86243,4824,5708,84.5,5388,6407,84.1,1239,2245,55.2,32,29.8,33.0,2.2,293,1225,296,83,1518
