Squad,Unnamed: 1_level_0 # Pl_for,Unnamed: 2_level_0 Age_for,Playing Time MP_for,Playing Time Min_for,Playing Time Mn/MP_for,Playing Time Min%_for,Playing Time 90s_for,Starts Starts_for,Starts Mn/Start_for,Starts Compl_for,Subs Subs_for,Subs Mn/Sub_for,Subs unSub_for,Team Success PPM_for,Team Success onG_for,Team Success onGA_for,Team Success +/-_for,Team Success +/-90_for,Team Success (xG) onxG_for,Team Success (xG) onxGA_for,Team Success (xG) xG+/-_for,Team Success (xG) xG+/-90_for,Unnamed: 1_level_0 # Pl_against,Unnamed: 2_level_0 Age_against,Playing Time MP_against,Playing Time Min_against,Playing Time Mn/MP_against,Playing Time Min%_against,Playing Time 90s_against,Starts Starts_against,Starts Mn/Start_against,Starts Compl_against,Subs Subs_against,Subs Mn/Sub_against,Subs unSub_against,Team Success PPM_against,Team Success onG_against,Team Success onGA_against,Team Success +/-_against,Team Success +/-90_against,Team Success (xG) onxG_against,Team Success (xG) onxGA_against,Team Success (xG) xG+/-_against,Team Success (xG) xG+/-90_against,Season
Celta Vigo,30,25.8,38,3420,90,100,38.0,418,83,,130,20,187,0.97,37,49,-12,-0.32,39.2,45.3,-6.1,-0.16,30,27.2,38,3420,90,100,38.0,418,83,,130,21,191,1.61,49,37,12,0.32,45.3,39.2,6.1,0.16,2019-2020
Eibar,26,29.3,38,3420,90,100,38.0,418,84,,128,19,185,1.11,39,56,-17,-0.45,42.0,53.0,-11.0,-0.29,26,27.0,38,3420,90,100,38.0,418,84,,124,20,192,1.66,56,39,17,0.45,53.0,42.0,11.0,0.29,2019-2020
Espanyol,31,27.7,38,3420,90,100,38.0,418,83,,130,19,189,0.66,27,58,-31,-0.82,38.6,51.0,-12.4,-0.33,31,27.3,38,3420,90,100,38.0,418,83,,127,19,193,2.08,58,27,31,0.82,51.0,38.6,12.4,0.33,2019-2020
Getafe,30,27.5,38,3420,90,100,38.0,418,84,,128,19,175,1.42,43,37,6,0.16,41.6,41.4,0.2,0.0,30,27.2,38,3420,90,100,38.0,418,84,,128,21,185,1.26,37,43,-6,-0.16,41.4,41.6,-0.2,0.0,2019-2020
Granada,27,26.8,38,3420,90,100,38.0,418,82,,133,24,174,1.47,52,45,7,0.18,44.9,42.6,2.3,0.06,27,27.4,38,3420,90,100,38.0,418,82,,126,23,193,1.32,45,52,-7,-0.18,42.6,44.9,-2.3,-0.06,2019-2020
Leganés,29,26.9,38,3420,90,100,38.0,418,82,,130,25,190,0.95,30,51,-21,-0.55,39.9,42.8,-2.9,-0.08,29,27.2,38,3420,90,100,38.0,418,82,,132,21,182,1.74,51,30,21,0.55,42.8,39.9,2.9,0.08,2019-2020
Levante,29,27.7,38,3420,90,100,38.0,418,84,,134,19,187,1.29,47,53,-6,-0.16,48.1,62.9,-14.8,-0.39,29,27.2,38,3420,90,100,38.0,418,84,,127,19,189,1.53,53,47,6,0.16,62.9,48.1,14.8,0.39,2019-2020
Mallorca,32,26.8,38,3420,90,100,38.0,418,83,,132,22,185,0.87,40,65,-25,-0.66,41.1,63.5,-22.4,-0.59,32,27.2,38,3420,90,100,38.0,418,83,,133,22,184,1.97,65,40,25,0.66,63.5,41.1,22.4,0.59,2019-2020
Osasuna,31,27.7,38,3420,90,100,38.0,418,83,,129,20,185,1.37,46,54,-8,-0.21,49.4,49.4,0.1,0.0,31,27.0,38,3420,90,100,38.0,418,83,,128,20,184,1.29,54,46,8,0.21,49.4,49.4,-0.1,0.0,2019-2020
Real Madrid,26,27.6,38,3420,90,100,38.0,418,85,,120,18,198,2.29,70,25,45,1.18,67.9,33.3,34.6,0.91,26,27.0,38,3420,90,100,38.0,418,85,,133,23,185,0.47,25,70,-45,-1.18,33.3,67.9,-34.6,-0.91,2019-2020
Real Sociedad,27,24.8,38,3420,90,100,38.0,418,83,,126,22,195,1.47,56,48,8,0.21,48.9,43.0,5.8,0.15,27,27.3,38,3420,90,100,38.0,418,83,,130,19,187,1.32,48,56,-8,-0.21,43.0,48.9,-5.8,-0.15,2019-2020
Sevilla,26,27.7,38,3420,90,100,38.0,418,83,,133,23,187,1.84,54,34,20,0.53,53.2,36.1,17.1,0.45,26,27.2,38,3420,90,100,38.0,418,83,,131,24,191,0.82,34,54,-20,-0.53,36.1,53.2,-17.1,-0.45,2019-2020
Valencia,28,27.0,38,3420,90,100,38.0,418,83,,132,22,187,1.39,46,53,-7,-0.18,43.3,56.0,-12.7,-0.33,28,27.1,38,3420,90,100,38.0,418,83,,128,19,187,1.32,53,46,7,0.18,56.0,43.3,12.7,0.33,2019-2020
Valladolid,30,27.1,38,3420,90,100,38.0,418,83,,126,22,179,1.11,32,43,-11,-0.29,36.6,54.5,-18.0,-0.47,30,27.3,38,3420,90,100,38.0,418,83,,126,21,180,1.5,43,32,11,0.29,54.5,36.6,18.0,0.47,2019-2020
Villarreal,25,27.6,38,3420,90,100,38.0,418,84,,132,20,188,1.58,63,49,14,0.37,63.6,46.3,17.3,0.45,25,27.2,38,3420,90,100,38.0,418,84,,134,21,181,1.26,49,63,-14,-0.37,46.3,63.6,-17.3,-0.45,2019-2020
Alavés,26,26.7,38,3420,90,100,38.0,418,85,,113,17,153,1.32,39,50,-11,-0.29,41.1,53.2,-12.1,-0.32,26,26.9,38,3420,90,100,38.0,418,85,,111,23,155,1.39,50,39,11,0.29,53.2,41.1,12.1,0.32,2018-2019
Athletic Club,27,27.6,38,3420,90,100,38.0,418,85,,113,19,153,1.39,41,45,-4,-0.11,43.4,45.7,-2.3,-0.06,27,27.2,38,3420,90,100,38.0,418,85,,110,20,154,1.24,45,41,4,0.11,45.7,43.4,2.3,0.06,2018-2019
Atlético Madrid,29,26.4,38,3420,90,100,38.0,418,83,,105,26,160,2.0,55,29,26,0.68,47.3,41.9,5.4,0.14,29,27.0,38,3420,90,100,38.0,418,83,,112,21,154,0.74,29,55,-26,-0.68,41.9,47.3,-5.4,-0.14,2018-2019
Barcelona,30,27.7,38,3420,90,100,38.0,418,84,,112,21,154,2.29,90,36,54,1.42,75.8,45.3,30.5,0.8,30,26.8,38,3420,90,100,38.0,418,84,,112,21,154,0.47,36,90,-54,-1.42,45.3,75.8,-30.5,-0.8,2018-2019
Betis,25,26.7,38,3420,90,100,38.0,418,84,,113,21,153,1.32,44,52,-8,-0.21,47.1,49.4,-2.4,-0.06,25,26.8,38,3420,90,100,38.0,418,84,,114,20,152,1.47,52,44,8,0.21,49.4,47.1,2.4,0.06,2018-2019
Celta Vigo,28,25.5,38,3420,90,100,38.0,418,85,,110,18,156,1.08,53,62,-9,-0.24,46.5,60.9,-14.4,-0.38,28,26.9,38,3420,90,100,38.0,418,85,,113,20,153,1.63,62,53,9,0.24,60.9,46.5,14.4,0.38,2018-2019
Eibar,25,28.5,38,3420,90,100,38.0,418,85,,111,19,154,1.24,46,50,-4,-0.11,54.8,45.9,9.0,0.24,25,26.8,38,3420,90,100,38.0,418,85,,112,19,154,1.39,50,46,4,0.11,45.9,54.8,-9.0,-0.24,2018-2019
Espanyol,25,27.7,38,3420,90,100,38.0,418,85,,114,18,152,1.39,48,50,-2,-0.05,48.9,53.8,-4.9,-0.13,25,26.8,38,3420,90,100,38.0,418,85,,114,22,152,1.32,50,48,2,0.05,53.8,48.9,4.9,0.13,2018-2019
Getafe,26,27.5,38,3420,90,100,38.0,418,85,,114,18,152,1.55,48,35,13,0.34,46.2,43.6,2.6,0.07,26,26.8,38,3420,90,100,38.0,418,85,,107,21,158,1.08,35,48,-13,-0.34,43.6,46.2,-2.6,-0.07,2018-2019
Girona,26,26.6,38,3420,90,100,38.0,418,85,,113,19,153,0.97,37,53,-16,-0.42,43.5,52.7,-9.2,-0.24,26,27.1,38,3420,90,100,38.0,418,85,,113,20,152,1.76,53,37,16,0.42,52.7,43.5,9.2,0.24,2018-2019
Huesca,30,26.7,38,3420,90,100,38.0,418,84,,111,23,155,0.87,43,65,-22,-0.58,50.8,60.2,-9.4,-0.25,30,26.6,38,3420,90,100,38.0,418,84,,112,22,154,1.82,65,43,22,0.58,60.2,50.8,9.4,0.25,2018-2019
Leganés,29,26.6,38,3420,90,100,38.0,418,85,,112,17,154,1.18,37,43,-6,-0.16,40.6,41.2,-0.6,-0.02,29,26.8,38,3420,90,100,38.0,418,85,,110,22,156,1.5,43,37,6,0.16,41.2,40.6,0.6,0.02,2018-2019
Levante,26,26.3,38,3420,90,100,38.0,418,84,,113,20,152,1.16,59,66,-7,-0.18,53.9,76.2,-22.3,-0.59,26,26.9,38,3420,90,100,38.0,418,84,,110,23,156,1.55,66,59,7,0.18,76.2,53.9,22.3,0.59,2018-2019
Rayo Vallecano,29,26.6,38,3420,90,100,38.0,418,84,,111,20,155,0.84,41,70,-29,-0.76,48.7,60.0,-11.3,-0.3,29,26.9,38,3420,90,100,38.0,418,84,,112,21,154,1.95,70,41,29,0.76,60.0,48.7,11.3,0.3,2018-2019
Real Madrid,27,27.1,38,3420,90,100,38.0,418,84,,112,21,154,1.79,63,46,17,0.45,66.7,47.1,19.6,0.52,27,26.8,38,3420,90,100,38.0,418,84,,112,19,153,1.08,46,63,-17,-0.45,47.1,66.7,-19.6,-0.52,2018-2019
Real Sociedad,30,24.9,38,3420,90,100,38.0,418,84,,110,20,156,1.32,45,46,-1,-0.03,49.7,48.6,1.1,0.03,30,26.9,38,3420,90,100,38.0,418,84,,111,21,155,1.39,46,45,1,0.03,48.6,49.7,-1.1,-0.03,2018-2019
Sevilla,27,27.9,38,3420,90,100,38.0,418,84,,111,22,155,1.55,62,47,15,0.39,66.6,45.4,21.3,0.56,27,27.0,38,3420,90,100,38.0,418,84,,109,21,157,1.24,47,62,-15,-0.39,45.4,66.6,-21.3,-0.56,2018-2019
Valencia,25,26.4,38,3420,90,100,38.0,418,84,,108,23,158,1.61,51,35,16,0.42,60.7,42.9,17.8,0.47,25,27.3,38,3420,90,100,38.0,418,84,,112,21,154,0.97,35,51,-16,-0.42,42.9,60.7,-17.8,-0.47,2018-2019
Valladolid,28,27.4,38,3420,90,100,38.0,418,85,,113,18,152,1.08,32,51,-19,-0.5,41.1,58.5,-17.5,-0.46,28,26.9,38,3420,90,100,38.0,418,85,,113,20,153,1.63,51,32,19,0.5,58.5,41.1,17.5,0.46,2018-2019
Villarreal,26,27.1,38,3420,90,100,38.0,418,85,,113,19,152,1.16,49,52,-3,-0.08,53.9,55.0,-1.1,-0.03,26,26.8,38,3420,90,100,38.0,418,85,,113,20,153,1.47,52,49,3,0.08,55.0,53.9,1.1,0.03,2018-2019
Alavés,30,25.5,38,3420,90,100,38.0,418,85,303.0,111,20,154,1.24,40,50,-10,-0.26,38.5,55.9,-17.4,-0.46,30,26.8,38,3420,90,100,38.0,418,85,308.0,106,23,160,1.71,50,40,10,0.26,55.9,38.5,17.4,0.46,2017-2018
Athletic Club,26,26.7,38,3420,90,100,38.0,418,85,312.0,106,22,160,1.13,41,49,-8,-0.21,49.7,50.3,-0.6,-0.02,26,27.0,38,3420,90,100,38.0,418,85,304.0,106,23,160,1.53,49,41,8,0.21,50.3,49.7,0.6,0.02,2017-2018
Atlético Madrid,26,26.6,38,3420,90,100,38.0,418,83,304.0,110,24,156,2.08,58,22,36,0.95,50.2,35.8,14.4,0.38,26,26.8,38,3420,90,100,38.0,418,83,312.0,106,23,160,0.66,22,58,-36,-0.95,35.8,50.2,-14.4,-0.38,2017-2018
Barcelona,25,27.7,38,3420,90,100,38.0,418,84,305.0,111,21,155,2.45,99,29,70,1.84,83.5,41.9,41.6,1.09,25,26.7,38,3420,90,100,38.0,418,84,303.0,111,21,155,0.32,29,99,-70,-1.84,41.9,83.5,-41.6,-1.09,2017-2018
Betis,29,27.1,38,3420,90,100,38.0,418,84,302.0,113,21,153,1.58,60,61,-1,-0.03,46.0,49.0,-3.1,-0.08,29,26.8,38,3420,90,100,38.0,418,84,301.0,114,21,151,1.26,61,60,1,0.03,49.0,46.0,3.1,0.08,2017-2018
Celta Vigo,23,25.7,38,3420,90,100,38.0,418,85,308.0,109,19,157,1.29,59,60,-1,-0.03,55.0,55.3,-0.3,-0.01,23,26.8,38,3420,90,100,38.0,418,85,308.0,110,21,156,1.45,60,59,1,0.03,55.3,55.0,0.3,0.01,2017-2018
Eibar,27,27.4,38,3420,90,100,38.0,418,84,303.0,113,20,153,1.34,44,50,-6,-0.16,40.9,44.4,-3.5,-0.09,27,26.8,38,3420,90,100,38.0,418,84,303.0,110,23,156,1.42,50,44,6,0.16,44.4,40.9,3.5,0.09,2017-2018
Espanyol,25,26.8,38,3420,90,100,38.0,418,84,312.0,105,25,161,1.29,36,42,-6,-0.16,41.1,52.3,-11.1,-0.29,25,26.5,38,3420,90,100,38.0,418,84,303.0,113,19,153,1.37,42,36,6,0.16,52.3,41.1,11.1,0.29,2017-2018
Getafe,32,28.2,38,3420,90,100,38.0,418,84,300.0,113,19,153,1.45,42,33,9,0.24,48.2,39.7,8.5,0.22,32,26.7,38,3420,90,100,38.0,418,84,304.0,112,23,152,1.29,33,42,-9,-0.24,39.7,48.2,-8.5,-0.22,2017-2018
Girona,25,26.3,38,3420,90,100,38.0,418,85,312.0,106,19,159,1.34,50,59,-9,-0.24,50.6,50.4,0.2,0.01,25,26.8,38,3420,90,100,38.0,418,85,306.0,109,22,154,1.42,59,50,9,0.24,50.4,50.6,-0.2,-0.01,2017-2018
La Coruña,32,28.2,38,3420,90,100,38.0,418,84,303.0,113,22,150,0.76,38,76,-38,-1.0,51.6,58.7,-7.1,-0.19,32,26.7,38,3420,90,100,38.0,418,84,305.0,110,22,156,1.95,76,38,38,1.0,58.7,51.6,7.1,0.19,2017-2018
Las Palmas,36,27.0,38,3420,90,100,38.0,418,84,309.0,106,24,160,0.58,24,74,-50,-1.32,38.5,70.5,-32.0,-0.84,36,26.7,38,3420,90,100,38.0,418,84,298.0,114,21,151,2.24,74,24,50,1.32,70.5,38.5,32.0,0.84,2017-2018
Leganés,28,27.8,38,3420,90,100,38.0,418,84,304.0,109,23,157,1.13,34,51,-17,-0.45,39.9,47.6,-7.6,-0.2,28,26.5,38,3420,90,100,38.0,418,84,304.0,111,19,155,1.68,51,34,17,0.45,47.6,39.9,7.6,0.2,2017-2018
Levante,33,25.7,38,3420,90,100,38.0,418,83,303.0,112,25,151,1.21,44,58,-14,-0.37,44.7,63.6,-18.8,-0.5,33,26.8,38,3420,90,100,38.0,418,83,304.0,108,21,158,1.45,58,44,14,0.37,63.6,44.7,18.8,0.5,2017-2018
Málaga,37,27.2,38,3420,90,100,38.0,418,83,299.0,113,23,152,0.53,24,61,-37,-0.97,38.4,59.4,-21.0,-0.55,37,26.7,38,3420,90,100,38.0,418,83,310.0,108,20,157,2.34,61,24,37,0.97,59.4,38.4,21.0,0.55,2017-2018
Real Madrid,24,27.1,38,3420,90,100,38.0,418,85,308.0,105,20,161,2.0,94,44,50,1.32,85.4,43.2,42.2,1.11,24,26.9,38,3420,90,100,38.0,418,85,303.0,112,23,154,0.74,44,94,-50,-1.32,43.2,85.4,-42.2,-1.11,2017-2018
Real Sociedad,27,25.9,38,3420,90,100,38.0,418,85,306.0,108,20,158,1.29,66,59,7,0.18,53.7,50.5,3.1,0.08,27,26.8,38,3420,90,100,38.0,418,85,306.0,111,21,154,1.53,59,66,-7,-0.18,50.5,53.7,-3.1,-0.08,2017-2018
Sevilla,31,27.1,38,3420,90,100,38.0,418,84,303.0,114,22,152,1.53,49,58,-9,-0.24,59.5,54.4,5.2,0.14,31,26.9,38,3420,90,100,38.0,418,84,304.0,111,22,154,1.29,58,49,9,0.24,54.4,59.5,-5.2,-0.14,2017-2018
Valencia,25,24.8,38,3420,90,100,38.0,418,85,306.0,107,18,159,1.92,65,38,27,0.71,56.0,48.3,7.7,0.2,25,26.9,38,3420,90,100,38.0,418,85,306.0,107,22,159,0.89,38,65,-27,-0.71,48.3,56.0,-7.7,-0.2,2017-2018
Villarreal,32,26.6,38,3420,90,100,38.0,418,84,299.0,112,22,153,1.61,57,50,7,0.18,53.3,53.4,-0.1,0.0,32,26.9,38,3420,90,100,38.0,418,84,309.0,107,22,159,1.21,50,57,-7,-0.18,53.4,53.3,0.1,0.0,2017-2018
Athletic Club,26,23.3,30,2700,90,100,30.0,330,82,197.0,132,20,116,1.7,40,32,8,0.27,34.5,32.0,2.4,0.08,26,25.8,30,2700,90,100,30.0,330,82,210.0,119,19,127,1.2,32,40,-8,-0.27,32.0,34.5,-2.4,-0.08,2024-2025-femenino
Atlético Madrid,23,25.2,30,2700,90,100,30.0,330,82,199.0,131,20,85,1.93,49,23,26,0.87,41.4,28.3,13.0,0.43,23,25.7,30,2700,90,100,30.0,330,82,193.0,133,20,129,0.73,23,49,-26,-0.87,28.3,41.4,-13.0,-0.43,2024-2025-femenino
Barcelona,26,26.0,30,2700,90,100,30.0,330,79,183.0,148,25,127,2.8,128,16,112,3.73,109.0,12.7,96.4,3.21,26,25.4,30,2700,90,100,30.0,330,79,186.0,142,21,109,0.2,16,128,-112,-3.73,12.7,109.0,-96.4,-3.21,2024-2025-femenino
Dep La Coruña,27,25.2,30,2700,90,100,30.0,330,82,191.0,138,18,104,0.9,27,48,-21,-0.7,25.2,50.9,-25.7,-0.86,27,25.6,30,2700,90,100,30.0,330,82,200.0,128,21,126,1.8,48,27,21,0.7,50.9,25.2,25.7,0.86,2024-2025-femenino
Eibar,26,24.9,30,2700,90,100,30.0,330,83,212.0,117,18,117,1.27,24,41,-17,-0.57,22.2,43.9,-21.7,-0.72,26,25.4,30,2700,90,100,30.0,330,83,194.0,134,21,118,1.47,41,24,17,0.57,43.9,22.2,21.7,0.72,2024-2025-femenino
Espanyol,26,25.9,30,2700,90,100,30.0,330,82,195.0,134,18,138,1.07,29,50,-21,-0.7,27.1,48.8,-21.7,-0.72,26,25.4,30,2700,90,100,30.0,330,82,195.0,135,22,117,1.57,50,29,21,0.7,48.8,27.1,21.7,0.72,2024-2025-femenino
Granada,24,24.9,30,2700,90,100,30.0,330,83,201.0,128,18,132,1.5,42,45,-3,-0.1,35.5,42.6,-7.0,-0.23,24,25.5,30,2700,90,100,30.0,330,83,195.0,136,21,111,1.4,45,42,3,0.1,42.6,35.5,7.0,0.23,2024-2025-femenino
Levante,25,24.4,30,2700,90,100,30.0,330,84,214.0,113,17,100,1.03,30,45,-15,-0.5,27.6,48.1,-20.5,-0.68,25,25.8,30,2700,90,100,30.0,330,84,193.0,137,19,120,1.73,45,30,15,0.5,48.1,27.6,20.5,0.68,2024-2025-femenino
Levante Planas,27,26.2,30,2700,90,100,30.0,330,82,204.0,124,20,111,0.93,24,45,-21,-0.7,34.6,32.7,1.9,0.06,27,25.5,30,2700,90,100,30.0,330,82,203.0,126,23,130,1.73,45,24,21,0.7,32.7,34.6,-1.9,-0.06,2024-2025-femenino
Madrid CFF,26,26.5,30,2700,90,100,30.0,330,83,205.0,125,18,85,1.1,37,62,-25,-0.83,34.1,41.5,-7.4,-0.25,26,25.5,30,2700,90,100,30.0,330,83,198.0,131,20,120,1.7,62,37,25,0.83,41.5,34.1,7.4,0.25,2024-2025-femenino
Real Betis,26,27.1,30,2700,90,100,30.0,330,82,192.0,135,20,95,0.77,24,67,-43,-1.43,22.8,56.5,-33.6,-1.12,26,25.5,30,2700,90,100,30.0,330,82,194.0,136,23,120,2.07,67,24,43,1.43,56.5,22.8,33.6,1.12,2024-2025-femenino
Real Madrid,30,25.6,30,2700,90,100,30.0,330,78,183.0,147,26,156,2.53,87,28,59,1.97,76.1,22.1,54.0,1.8,30,25.4,30,2700,90,100,30.0,330,78,196.0,132,20,127,0.33,28,87,-59,-1.97,22.1,76.1,-54.0,-1.8,2024-2025-femenino
Real Sociedad,26,24.0,30,2700,90,100,30.0,330,78,187.0,142,28,126,1.37,40,45,-5,-0.17,37.1,38.4,-1.3,-0.04,26,25.6,30,2700,90,100,30.0,330,78,192.0,136,21,115,1.47,45,40,5,0.17,38.4,37.1,1.3,0.04,2024-2025-femenino
Sevilla,22,26.5,30,2700,90,100,30.0,330,81,192.0,135,20,81,1.2,32,47,-15,-0.5,32.2,38.4,-6.2,-0.21,22,25.4,30,2700,90,100,30.0,330,81,196.0,133,21,124,1.6,47,32,15,0.5,38.4,32.2,6.2,0.21,2024-2025-femenino
UDG Tenerife,28,27.5,30,2700,90,100,30.0,330,81,192.0,137,21,107,1.4,40,36,4,0.13,32.5,36.6,-4.1,-0.14,28,25.4,30,2700,90,100,30.0,330,81,200.0,130,22,113,1.3,36,40,-4,-0.13,36.6,32.5,4.1,0.14,2024-2025-femenino
Valencia,30,25.1,30,2700,90,100,30.0,330,81,197.0,134,22,78,0.77,24,47,-23,-0.77,25.4,44.0,-18.6,-0.62,30,25.5,30,2700,90,100,30.0,330,81,199.0,132,20,121,1.97,47,24,23,0.77,44.0,25.4,18.6,0.62,2024-2025-femenino
