Squad,Unnamed: 1_level_0 # Pl_for,Unnamed: 2_level_0 90s_for,Total Cmp_for,Total Att_for,Total Cmp%_for,Total TotDist_for,Total PrgDist_for,Short Cmp_for,Short Att_for,Short Cmp%_for,Medium Cmp_for,Medium Att_for,Medium Cmp%_for,Long Cmp_for,Long Att_for,Long Cmp%_for,Unnamed: 17_level_0 Ast_for,Unnamed: 18_level_0 xAG_for,Expected xA_for,Expected A-xAG_for,Unnamed: 21_level_0 KP_for,Unnamed: 22_level_0 1/3_for,Unnamed: 23_level_0 PPA_for,Unnamed: 24_level_0 CrsPA_for,Unnamed: 25_level_0 PrgP_for,Unnamed: 1_level_0 # Pl_against,Unnamed: 2_level_0 90s_against,Total Cmp_against,Total Att_against,Total Cmp%_against,Total TotDist_against,Total PrgDist_against,Short Cmp_against,Short Att_against,Short Cmp%_against,Medium Cmp_against,Medium Att_against,Medium Cmp%_against,Long Cmp_against,Long Att_against,Long Cmp%_against,Unnamed: 17_level_0 Ast_against,Unnamed: 18_level_0 xAG_against,Expected xA_against,Expected A-xAG_against,Unnamed: 21_level_0 KP_against,Unnamed: 22_level_0 1/3_against,Unnamed: 23_level_0 PPA_against,Unnamed: 24_level_0 CrsPA_against,Unnamed: 25_level_0 PrgP_against,Season
Real Sociedad,32,38.0,15403,19304,79.8,269268,98185,6964,7887,88.3,6383,7429,85.9,1569,2800,56.0,22,32.9,35.0,-10.9,313,1067,315,69,1462,32,38.0,12311,16279,75.6,222084,82705,5444,6285,86.6,4887,5872,83.2,1509,2989,50.5,28,28.1,29.8,-0.1,318,949,246,75,1206,2021-2022
Sevilla,33,38.0,18327,22234,82.4,341688,109518,7686,8529,90.1,7941,8940,88.8,2275,3745,60.7,40,32.5,34.6,7.5,342,1207,305,112,1596,33,38.0,11300,15095,74.9,204753,79517,5021,5924,84.8,4475,5445,82.2,1367,2778,49.2,19,25.0,29.4,-6.0,298,900,239,67,1182,2021-2022
Valencia,34,38.0,9627,13777,69.9,187440,77723,3923,4782,82.0,3835,4951,77.5,1506,3098,48.6,30,25.4,27.4,4.6,288,900,256,75,1202,34,38.0,13730,17920,76.6,244102,96311,6345,7234,87.7,5254,6418,81.9,1618,3095,52.3,34,32.3,30.7,1.7,330,1061,275,77,1392,2021-2022
Villarreal,29,38.0,16679,20401,81.8,294002,103203,7388,8290,89.1,7135,8109,88.0,1669,2743,60.8,51,50.9,49.9,0.1,363,1278,349,66,1698,29,38.0,11881,15636,76.0,216502,79444,5234,5996,87.3,4744,5663,83.8,1462,2897,50.5,20,30.2,28.2,-10.2,294,894,229,80,1095,2021-2022
Alavés,30,38.0,10217,14390,71.0,196749,86617,4465,5486,81.4,4015,5139,78.1,1482,2923,50.7,21,27.4,21.0,-6.4,256,789,189,82,939,30,38.0,15323,19621,78.1,272108,93122,6945,7955,87.3,6055,7146,84.7,1778,3256,54.6,44,37.1,34.2,6.9,292,1086,299,78,1479,2020-2021
Athletic Club,27,38.0,13577,17841,76.1,251118,91439,5872,6901,85.1,5484,6607,83.0,1791,3120,57.4,31,31.0,27.9,0.0,303,1054,284,79,1496,27,38.0,14283,18323,78.0,257670,93431,6622,7507,88.2,5355,6400,83.7,1797,3229,55.7,29,27.1,30.0,1.9,282,1022,280,94,1380,2020-2021
Atlético Madrid,25,38.0,16757,20680,81.0,276506,95008,8278,9219,89.8,5931,6995,84.8,1653,2869,57.6,54,40.6,38.8,13.4,347,1144,370,53,1604,25,38.0,15160,19039,79.6,269657,90693,6763,7647,88.4,5993,6942,86.3,1807,3152,57.3,15,27.7,28.9,-12.7,271,1175,243,77,1394,2020-2021
Barcelona,25,38.0,25192,28488,88.4,384110,119170,13304,14257,93.3,9056,9893,91.5,1599,2287,69.9,51,53.2,63.6,-2.2,452,1874,517,52,2157,25,38.0,11743,15011,78.2,208239,80182,5511,6256,88.1,4485,5238,85.6,1354,2515,53.8,20,25.4,25.7,-5.4,234,806,223,56,1038,2020-2021
Betis,25,38.0,15816,19679,80.4,273427,94370,7406,8310,89.1,6094,7035,86.6,1673,3002,55.7,35,33.4,30.5,1.6,335,1048,297,80,1442,25,38.0,13194,17222,76.6,238320,88022,5750,6649,86.5,5379,6415,83.9,1595,2971,53.7,31,30.1,29.1,0.9,259,928,245,68,1311,2020-2021
Cádiz,34,38.0,7949,12067,65.9,158876,72248,3244,4091,79.3,3064,4071,75.3,1319,2992,44.1,16,20.4,16.9,-4.4,196,653,152,73,854,34,38.0,18990,23128,82.1,325229,109780,8929,9933,89.9,7698,8790,87.6,1736,2988,58.1,41,39.3,44.2,1.7,340,1523,367,100,1881,2020-2021
Celta Vigo,30,38.0,15176,19318,78.6,263065,91357,6912,7946,87.0,6117,7188,85.1,1552,2914,53.3,39,36.7,32.0,2.3,267,978,248,48,1308,30,38.0,12833,16949,75.7,234551,90752,5767,6732,85.7,4864,5911,82.3,1703,3093,55.1,37,35.7,33.2,1.3,285,965,248,79,1249,2020-2021
Eibar,30,38.0,11810,16890,69.9,234607,92605,4840,5844,82.8,4584,5965,76.8,2002,4026,49.7,20,29.9,28.5,-9.9,309,1119,254,118,1295,30,38.0,12572,17650,71.2,235599,96981,5489,6648,82.6,4928,6296,78.3,1719,3524,48.8,40,35.2,26.3,4.8,264,842,230,62,1056,2020-2021
Elche,30,38.0,13481,17054,79.0,244141,94274,6024,6751,89.2,5311,6194,85.7,1653,3001,55.1,25,21.8,19.8,3.2,190,785,148,79,929,30,38.0,15678,19233,81.5,280780,94332,6907,7794,88.6,6608,7543,87.6,1700,2817,60.3,43,44.0,42.8,-1.0,369,1247,346,84,1647,2020-2021
Getafe,31,38.0,8977,13863,64.8,170990,76315,4043,5155,78.4,3111,4340,71.7,1417,3219,44.0,14,23.6,24.0,-9.6,261,863,225,102,1090,31,38.0,14007,18783,74.6,254282,98526,6282,7408,84.8,5491,6728,81.6,1739,3372,51.6,26,25.8,23.2,0.2,223,935,204,58,1195,2020-2021
Granada,34,38.0,9083,13336,68.1,173761,74249,3915,4776,82.0,3574,4629,77.2,1288,2951,43.6,30,26.8,22.6,3.2,224,813,173,58,975,34,38.0,15039,19293,78.0,268348,97780,6817,7821,87.2,5922,7064,83.8,1751,3151,55.6,41,38.2,36.5,2.8,363,1126,324,96,1449,2020-2021
Huesca,27,38.0,13511,17483,77.3,250957,87960,5695,6489,87.8,5786,6819,84.9,1679,3199,52.5,23,26.6,25.3,-3.6,295,898,221,113,1185,27,38.0,15344,19259,79.7,275522,98942,6855,7746,88.5,6087,7054,86.3,1841,3242,56.8,37,35.6,32.8,1.4,324,1211,298,93,1447,2020-2021
Levante,29,38.0,14189,18113,78.3,256983,95961,6357,7201,88.3,5757,6801,84.6,1695,3077,55.1,35,29.6,30.0,5.4,286,1087,306,83,1537,29,38.0,13052,16963,76.9,238487,89708,5779,6636,87.1,5179,6169,84.0,1628,3057,53.3,42,40.0,33.1,2.0,356,966,304,80,1299,2020-2021
Osasuna,28,38.0,10233,15031,68.1,201352,91555,4401,5541,79.4,3869,5149,75.1,1649,3329,49.5,25,24.9,27.9,0.1,259,968,261,101,1220,28,38.0,15379,20219,76.1,268013,95911,7198,8271,87.0,5912,7233,81.7,1696,3425,49.5,31,33.2,35.8,-2.2,322,1070,321,89,1525,2020-2021
Real Madrid,30,38.0,20652,24119,85.6,352965,111437,9790,10620,92.2,7728,8593,89.9,2214,3224,68.7,53,47.4,48.8,5.6,438,1525,401,77,1920,30,38.0,13187,16672,79.1,231875,87915,6262,7020,89.2,4926,5792,85.0,1484,2710,54.8,17,24.4,24.5,-7.4,269,956,250,85,1157,2020-2021
Real Sociedad,30,38.0,14915,18995,78.5,264692,91984,6592,7589,86.9,6282,7368,85.3,1582,2840,55.7,39,39.6,39.7,-0.6,308,1100,343,64,1554,30,38.0,11867,15816,75.0,219009,82039,5271,6122,86.1,4510,5447,82.8,1613,3088,52.2,24,26.1,25.4,-2.1,251,805,213,65,1011,2020-2021
Sevilla,26,38.0,19248,22873,84.2,342985,106478,8654,9471,91.4,7775,8720,89.2,2190,3442,63.6,36,41.0,40.1,-5.0,387,1234,346,122,1627,26,38.0,11221,14857,75.5,203283,81513,5104,5905,86.4,4222,5116,82.5,1428,2771,51.5,20,22.5,21.7,-2.5,244,839,209,62,1103,2020-2021
Valencia,30,38.0,12755,16480,77.4,241622,89245,5332,6142,86.8,5304,6236,85.1,1735,3073,56.5,35,27.2,24.8,7.8,283,926,239,62,1180,30,38.0,15047,18941,79.4,264085,91502,7083,7920,89.4,5712,6772,84.3,1694,3074,55.1,29,33.8,37.1,-4.8,392,1295,342,91,1644,2020-2021
Valladolid,32,38.0,11145,15385,72.4,206105,80260,4972,5863,84.8,4299,5283,81.4,1489,3187,46.7,21,24.2,25.7,-3.2,263,873,213,90,1101,32,38.0,14587,18827,77.5,263843,100052,6525,7550,86.4,5667,6782,83.6,1826,3220,56.7,44,38.3,37.0,5.7,346,1153,326,94,1549,2020-2021
Villarreal,29,38.0,17508,21129,82.9,305401,104843,8074,8963,90.1,7097,8015,88.5,1788,2857,62.6,33,40.5,40.7,-7.5,317,1175,358,81,1628,29,38.0,13685,17408,78.6,241512,86192,6311,7095,88.9,5245,6202,84.6,1561,2877,54.3,25,26.2,27.2,-1.2,290,956,273,106,1227,2020-2021
Alavés,32,38.0,9612,13973,68.8,182169,82570,4283,5328,80.4,3614,4788,75.5,1385,2920,47.4,20,26.9,22.0,-6.9,236,723,171,56,944,32,38.0,15671,20109,77.9,285197,97858,6754,7797,86.6,6374,7561,84.3,1942,3427,56.7,36,37.1,32.4,-1.1,332,1139,283,72,1548,2019-2020
Athletic Club,26,38.0,12533,16915,74.1,234527,90251,5521,6494,85.0,4692,5831,80.5,1830,3367,54.4,23,26.2,25.2,-3.2,277,967,217,85,1291,26,38.0,13649,18082,75.5,245082,93027,6206,7231,85.8,5280,6511,81.1,1666,3162,52.7,26,34.6,32.0,-8.6,288,1019,267,84,1390,2019-2020
Atlético Madrid,30,38.0,13595,17765,76.5,221969,88361,6783,7777,87.2,4581,5696,80.4,1344,2676,50.2,35,39.4,37.1,-4.4,330,904,289,49,1333,30,38.0,14900,19126,77.9,275845,93423,6444,7434,86.7,5943,7046,84.3,2007,3500,57.3,15,22.9,25.5,-7.9,299,1203,225,68,1523,2019-2020
Barcelona,28,38.0,24758,28227,87.7,391043,120014,12607,13663,92.3,9115,9972,91.4,1889,2618,72.2,62,49.5,51.2,12.5,384,1827,417,31,2042,28,38.0,10889,14303,76.1,191184,73922,5128,5926,86.5,4001,4816,83.1,1301,2487,52.3,21,23.6,23.3,-2.6,257,753,210,68,1003,2019-2020
Betis,27,38.0,16182,19823,81.6,284815,94491,7354,8220,89.5,6504,7416,87.7,1774,2986,59.4,35,36.9,33.8,-1.9,360,1015,322,84,1475,27,38.0,11625,15463,75.2,214797,82200,5043,5816,86.7,4579,5561,82.3,1552,2976,52.2,40,36.1,32.5,3.9,330,915,270,77,1263,2019-2020
Celta Vigo,30,38.0,14552,18557,78.4,249113,90321,6742,7687,87.7,5746,6750,85.1,1422,2704,52.6,26,26.2,26.2,-0.2,279,970,253,60,1364,30,38.0,13456,17544,76.7,237469,86488,6243,7168,87.1,5045,6092,82.8,1611,3054,52.8,31,33.4,33.9,-2.4,327,1116,286,83,1436,2019-2020
Eibar,26,38.0,10439,15551,67.1,207816,83924,4422,5456,81.0,4008,5354,74.9,1713,3829,44.7,24,26.0,26.3,-2.0,292,1007,224,108,1265,26,38.0,13273,18285,72.6,244320,99810,5931,7081,83.8,5059,6351,79.7,1801,3578,50.3,38,40.0,28.7,-2.0,278,810,272,79,1177,2019-2020
Espanyol,31,38.0,11881,16363,72.6,224795,87287,4830,5791,83.4,5174,6369,81.2,1528,3235,47.2,17,27.3,26.7,-10.3,283,962,222,86,1240,31,38.0,13993,18345,76.3,249816,92695,6503,7537,86.3,5361,6468,82.9,1645,3189,51.6,35,34.9,30.5,0.1,317,1122,262,73,1452,2019-2020
Getafe,30,38.0,8319,13715,60.7,165204,78265,3535,4713,75.0,2977,4408,67.5,1466,3508,41.8,31,27.9,26.6,3.1,284,970,275,130,1196,30,38.0,11770,16917,69.6,216123,93019,5239,6390,82.0,4359,5709,76.4,1621,3378,48.0,21,29.5,24.4,-8.5,193,817,150,50,1089,2019-2020
Granada,27,38.0,9810,14105,69.5,190418,79655,3970,4840,82.0,3979,5089,78.2,1486,3136,47.4,34,30.5,26.2,3.5,275,822,176,69,1009,27,38.0,14365,18617,77.2,254954,95022,6722,7662,87.7,5544,6693,82.8,1632,3098,52.7,37,33.1,29.0,3.9,341,992,258,71,1397,2019-2020
Leganés,29,38.0,10336,14838,69.7,189358,81026,4801,5718,84.0,3782,4953,76.4,1390,3161,44.0,19,27.7,25.4,-8.7,292,890,223,95,1165,29,38.0,15049,19534,77.0,274698,96360,6509,7555,86.2,6127,7287,84.1,1834,3433,53.4,34,29.7,30.5,4.3,262,1092,238,92,1423,2019-2020
Levante,29,38.0,12415,16332,76.0,226838,91955,5677,6494,87.4,4771,5765,82.8,1611,3073,52.4,28,36.3,27.2,-8.3,326,983,253,75,1358,29,38.0,13838,17798,77.8,250354,95933,6315,7179,88.0,5298,6393,82.9,1721,3132,54.9,40,47.2,45.6,-7.2,436,1102,340,110,1499,2019-2020
Mallorca,32,38.0,11782,15636,75.4,202286,85060,5648,6558,86.1,4220,5197,81.2,1275,2576,49.5,21,25.4,26.6,-4.4,309,831,211,73,1210,32,38.0,15595,19483,80.0,282306,102283,6807,7785,87.4,6476,7483,86.5,1796,3065,58.6,39,43.2,39.5,-4.2,390,1254,386,97,1681,2019-2020
Osasuna,31,38.0,10959,15904,68.9,208476,88813,4772,5858,81.5,4189,5547,75.5,1654,3435,48.2,26,34.4,29.5,-8.4,341,946,267,94,1359,31,38.0,13039,17987,72.5,233717,91634,6047,7118,85.0,4939,6217,79.4,1608,3434,46.8,39,35.9,30.8,3.1,303,952,257,81,1311,2019-2020
Real Madrid,26,38.0,20107,23733,84.7,352395,113608,9829,10697,91.9,7274,8243,88.2,2405,3556,67.6,52,49.9,47.3,2.1,438,1548,400,100,1972,26,38.0,12998,16712,77.8,228135,88106,6010,6812,88.2,5025,5948,84.5,1433,2719,52.7,21,23.9,22.0,-2.9,249,899,185,46,1211,2019-2020
Real Sociedad,27,38.0,15989,20229,79.0,284541,99278,6898,7968,86.6,7100,8250,86.1,1568,2851,55.0,38,35.4,34.4,2.6,323,1136,327,86,1588,27,38.0,11671,15849,73.6,211926,80029,5293,6157,86.0,4408,5497,80.2,1526,3060,49.9,33,27.7,29.4,5.3,296,837,223,66,1133,2019-2020
Sevilla,26,38.0,17525,21733,80.6,319775,106262,7645,8604,88.9,7011,8197,85.5,2222,3526,63.0,35,38.4,39.4,-3.4,359,1272,343,110,1823,26,38.0,11772,15845,74.3,210526,82999,5296,6178,85.7,4555,5583,81.6,1403,2908,48.2,21,24.4,22.4,-3.4,255,906,195,55,1138,2019-2020
Valencia,28,38.0,14490,18258,79.4,261347,90968,6320,7145,88.5,5926,6878,86.2,1705,3096,55.1,34,31.7,29.7,2.3,253,974,273,59,1378,28,38.0,15727,19444,80.9,272340,95683,7636,8502,89.8,5900,6868,85.9,1662,2975,55.9,31,35.3,36.5,-4.3,410,1367,363,112,1698,2019-2020
Valladolid,30,38.0,11187,15457,72.4,210278,81923,4901,5779,84.8,4401,5426,81.1,1531,3230,47.4,19,24.0,20.5,-5.0,254,841,155,57,1106,30,38.0,15445,19675,78.5,271526,100058,7076,8132,87.0,6084,7219,84.3,1705,3024,56.4,26,38.7,36.9,-12.7,345,1315,328,94,1764,2019-2020
Villarreal,25,38.0,16218,20045,80.9,294996,98849,7011,7907,88.7,6626,7599,87.2,2025,3322,61.0,40,43.1,37.4,-3.1,368,1112,276,75,1483,25,38.0,13964,18041,77.4,251844,92332,6347,7237,87.7,5333,6425,83.0,1757,3206,54.8,35,31.9,32.8,3.1,355,1090,296,104,1465,2019-2020
Alavés,26,38.0,9631,14061,68.5,186037,84436,4155,5125,81.1,3682,4818,76.4,1514,3235,46.8,27,29.0,24.9,-2.0,298,831,224,117,1113,26,38.0,14913,19419,76.8,276008,101430,6535,7568,86.4,6103,7324,83.3,1898,3487,54.4,31,36.6,36.4,-5.6,362,1307,365,88,1843,2018-2019
Athletic Club,27,38.0,13195,17584,75.0,241813,95216,6013,7036,85.5,5053,6188,81.7,1662,3197,52.0,26,30.7,34.5,-4.7,299,1069,288,86,1452,27,38.0,13325,17674,75.4,241725,94220,5998,6949,86.3,5161,6360,81.1,1696,3219,52.7,32,33.9,31.0,-1.9,279,1026,239,82,1317,2018-2019
Atlético Madrid,29,38.0,14943,19014,78.6,244070,89224,7677,8649,88.8,4958,6062,81.8,1494,2809,53.2,36,35.3,37.2,0.7,350,1128,288,47,1386,29,38.0,15714,19648,80.0,292029,101682,6809,7753,87.8,6480,7601,85.3,2028,3316,61.2,15,29.2,26.7,-14.2,315,1273,279,77,1651,2018-2019
Barcelona,30,38.0,23263,26691,87.2,387149,121599,11437,12414,92.1,8986,9977,90.1,2097,2877,72.9,61,55.8,54.3,5.2,405,1807,438,37,2110,30,38.0,11210,14681,76.4,200778,79040,5320,6078,87.5,4168,5053,82.5,1370,2612,52.5,25,34.3,29.6,-9.3,299,760,237,70,1092,2018-2019
Betis,25,38.0,19411,22871,84.9,330969,106399,9076,9940,91.3,7937,8845,89.7,1761,2815,62.6,30,32.9,35.9,-2.9,326,1279,304,61,1631,25,38.0,10604,14082,75.3,191886,75862,4788,5470,87.5,4120,4963,83.0,1321,2635,50.1,42,37.2,33.6,4.8,321,819,259,67,1153,2018-2019
Celta Vigo,28,38.0,14955,18808,79.5,268380,94860,6600,7448,88.6,6152,7186,85.6,1693,3042,55.7,37,33.6,29.7,3.4,343,959,245,67,1288,28,38.0,13631,17612,77.4,245633,91783,6380,7294,87.5,5145,6195,83.1,1698,3087,55.0,41,43.5,39.6,-2.5,370,1177,330,102,1503,2018-2019
Eibar,25,38.0,12976,18501,70.1,257830,97741,5205,6395,81.4,5155,6570,78.5,2179,4285,50.9,26,36.7,38.9,-10.7,374,1359,353,152,1619,25,38.0,10922,15956,68.5,206696,91696,4921,6084,80.9,4070,5435,74.9,1622,3380,48.0,39,37.2,29.7,1.8,252,744,215,60,1070,2018-2019
Espanyol,25,38.0,13855,17740,78.1,257913,96514,5888,6755,87.2,5853,6979,83.9,1783,3044,58.6,26,33.8,32.7,-7.8,332,1060,306,60,1495,25,38.0,14249,18279,78.0,259735,94116,6331,7221,87.7,5614,6736,83.3,1833,3261,56.2,26,35.9,35.0,-9.9,386,1163,301,93,1585,2018-2019
Getafe,26,38.0,8108,13021,62.3,166355,79572,3280,4305,76.2,3027,4335,69.8,1505,3376,44.6,34,32.9,28.7,1.1,294,842,272,86,1131,26,38.0,14702,19627,74.9,268246,103844,6604,7765,85.0,5767,7067,81.6,1846,3533,52.3,18,29.8,29.8,-11.8,267,1107,245,66,1385,2018-2019
Girona,26,38.0,13136,17212,76.3,250408,94834,5279,6114,86.3,5722,6882,83.1,1791,3324,53.9,23,29.3,31.2,-6.3,280,869,256,92,1316,26,38.0,14706,18884,77.9,264914,99598,6716,7699,87.2,5958,7040,84.6,1656,3129,52.9,34,38.0,35.6,-4.0,386,1183,325,80,1624,2018-2019
Huesca,30,38.0,10586,14891,71.1,201067,85670,4641,5565,83.4,3976,5151,77.2,1575,3157,49.9,28,34.6,31.3,-6.6,336,873,272,111,1209,30,38.0,14546,18822,77.3,264799,98493,6398,7342,87.1,5951,7078,84.1,1749,3270,53.5,46,43.1,40.1,2.9,334,1207,300,66,1576,2018-2019
Leganés,29,38.0,10733,15210,70.6,211020,87095,4636,5593,82.9,4186,5407,77.4,1727,3486,49.5,25,28.1,26.9,-3.1,306,933,234,121,1153,29,38.0,16214,20639,78.6,300068,100295,6836,7826,87.3,6835,8045,85.0,2025,3622,55.9,27,28.6,30.4,-1.6,285,1277,278,89,1596,2018-2019
Levante,26,38.0,10824,14765,73.3,197315,82835,4880,5718,85.3,4064,5049,80.5,1458,2927,49.8,39,38.5,28.5,0.5,307,932,250,63,1295,26,38.0,13968,17889,78.1,253236,96118,6354,7213,88.1,5483,6551,83.7,1724,3121,55.2,41,51.4,47.4,-10.4,521,1068,374,103,1553,2018-2019
Rayo Vallecano,29,38.0,12469,16307,76.5,226255,87288,5658,6496,87.1,4841,5856,82.7,1534,2945,52.1,24,33.0,29.2,-9.0,334,904,224,80,1326,29,38.0,13416,17602,76.2,250949,95976,5813,6721,86.5,5391,6499,83.0,1830,3275,55.9,51,41.0,38.1,10.0,326,1203,327,94,1557,2018-2019
Real Madrid,27,38.0,20625,24198,85.2,365419,117707,9972,10890,91.6,7745,8656,89.5,2465,3521,70.0,39,49.9,44.8,-10.9,464,1628,386,87,2094,27,38.0,12483,16019,77.9,221205,86266,5911,6674,88.6,4727,5617,84.2,1436,2676,53.7,32,33.0,27.3,-1.0,282,902,209,60,1158,2018-2019
Real Sociedad,30,38.0,14565,18547,78.5,268094,94553,6175,7064,87.4,6300,7372,85.5,1729,3062,56.5,27,33.0,31.3,-6.0,316,1016,252,89,1381,30,38.0,13338,17566,75.9,246660,91628,5876,6814,86.2,5123,6225,82.3,1863,3370,55.3,30,34.2,34.2,-4.2,316,1063,284,94,1407,2018-2019
Sevilla,27,38.0,14555,18806,77.4,264057,99500,6592,7512,87.8,5816,6932,83.9,1752,3230,54.2,47,49.3,45.6,-2.3,390,1165,392,103,1804,27,38.0,13190,17254,76.4,243512,94681,5859,6810,86.0,5203,6303,82.5,1734,3144,55.2,29,31.2,30.9,-2.2,354,1041,263,68,1407,2018-2019
Valencia,25,38.0,13679,17639,77.5,250732,95104,6044,6956,86.9,5503,6585,83.6,1731,3065,56.5,38,46.7,45.2,-8.7,369,1184,325,89,1561,25,38.0,16386,20420,80.2,286523,97984,7695,8578,89.7,6417,7494,85.6,1751,3189,54.9,19,26.7,33.2,-7.7,339,1258,300,96,1632,2018-2019
Valladolid,28,38.0,12015,16279,73.8,227734,85945,5157,5989,86.1,4872,5901,82.6,1664,3425,48.6,19,26.7,24.2,-7.7,293,981,193,73,1299,28,38.0,14608,18620,78.5,268861,101842,6432,7351,87.5,5897,6994,84.3,1872,3193,58.6,36,43.1,41.4,-7.1,369,1263,314,109,1642,2018-2019
Villarreal,26,38.0,13758,17648,78.0,258486,98478,5946,6834,87.0,5697,6759,84.3,1829,3142,58.2,34,39.0,33.8,-5.0,364,1206,294,67,1648,26,38.0,15157,19100,79.4,277640,98016,6735,7588,88.8,5912,6930,85.3,1991,3445,57.8,32,41.0,38.7,-9.0,417,1184,352,124,1560,2018-2019
Alavés,30,38.0,9696,13876,69.9,182999,81720,4360,5314,82.0,3564,4667,76.4,1462,3022,48.4,31,27.7,22.0,3.3,277,835,176,62,1045,30,38.0,16759,20975,79.9,311147,108909,7415,8450,87.8,6737,7898,85.3,2235,3701,60.4,28,38.8,37.7,-10.8,392,1459,345,106,1842,2017-2018
Athletic Club,26,38.0,13195,17614,74.9,263112,100454,5337,6361,83.9,5378,6581,81.7,2185,3745,58.3,25,33.7,33.3,-8.7,304,1214,292,104,1519,26,38.0,13708,18019,76.1,251130,93926,6277,7277,86.3,5162,6313,81.8,1874,3382,55.4,33,37.1,30.1,-4.1,331,996,254,80,1311,2017-2018
Atlético Madrid,26,38.0,14484,18580,78.0,247035,94141,7240,8251,87.7,5003,6032,82.9,1640,3052,53.7,41,36.6,30.9,4.4,295,1168,259,34,1460,26,38.0,16583,20707,80.1,294310,103147,7860,8856,88.8,6372,7510,84.8,1911,3252,58.8,17,27.6,28.0,-10.6,321,1362,303,85,1677,2017-2018
Barcelona,25,38.0,22147,25740,86.0,363856,121335,11075,12080,91.7,8023,8966,89.5,2132,3013,70.8,74,64.6,62.9,9.4,418,1728,475,30,2151,25,38.0,11775,15296,77.0,211715,82874,5689,6506,87.4,4190,5098,82.2,1544,2794,55.3,22,32.3,26.9,-10.3,340,918,233,65,1190,2017-2018
Betis,29,38.0,17953,21622,83.0,317893,104614,8266,9140,90.4,7380,8393,87.9,1914,3161,60.6,43,35.2,31.5,7.8,317,1228,234,64,1506,29,38.0,12416,16312,76.1,225042,87704,5760,6619,87.0,4672,5666,82.5,1592,3021,52.7,45,35.9,33.3,9.1,332,1057,314,106,1354,2017-2018
Celta Vigo,23,38.0,16981,21071,80.6,315102,108746,7248,8226,88.1,7245,8294,87.4,2110,3577,59.0,45,43.0,36.8,2.0,332,1239,309,87,1595,23,38.0,12810,16893,75.8,228757,89598,6167,7099,86.9,4658,5797,80.4,1617,3120,51.8,48,41.5,38.2,6.5,335,1118,314,79,1361,2017-2018
Eibar,27,38.0,12725,17961,70.8,260469,98595,5088,6219,81.8,4938,6299,78.4,2360,4474,52.7,31,30.2,29.0,0.8,333,1287,257,138,1468,27,38.0,11768,16795,70.1,216530,92849,5394,6582,82.0,4405,5681,77.5,1591,3451,46.1,36,34.4,26.6,1.6,242,803,204,68,1056,2017-2018
Espanyol,25,38.0,12753,17192,74.2,233639,90369,5919,6877,86.1,4810,5905,81.5,1687,3420,49.3,24,27.8,28.2,-3.8,290,1036,232,85,1276,25,38.0,15453,19826,77.9,289560,101627,6700,7675,87.3,6260,7442,84.1,2105,3753,56.1,26,35.9,35.2,-9.9,343,1266,272,79,1615,2017-2018
Getafe,32,38.0,8531,13193,64.7,168983,76721,3726,4705,79.2,2960,4155,71.2,1522,3394,44.8,27,29.6,25.5,-2.6,255,884,257,67,1092,32,38.0,15456,20094,76.9,283918,106393,7065,8195,86.2,5972,7265,82.2,2027,3614,56.1,28,29.9,28.6,-1.9,283,1289,270,75,1580,2017-2018
Girona,25,38.0,11843,16037,73.8,235817,90648,5017,5865,85.5,4565,5639,81.0,1992,3751,53.1,31,34.4,34.8,-3.4,326,982,223,113,1215,25,38.0,14053,18292,76.8,247960,94942,6491,7441,87.2,5632,6765,83.3,1510,3075,49.1,39,34.6,30.8,4.4,299,1114,272,54,1436,2017-2018
La Coruña,32,38.0,12784,16975,75.3,238481,93125,5792,6770,85.6,4835,5966,81.0,1822,3322,54.8,30,40.0,35.1,-10.0,343,1090,272,85,1477,32,38.0,15475,19584,79.0,280079,105558,7187,8175,87.9,5796,6870,84.4,2019,3449,58.5,53,43.3,37.8,9.7,406,1332,320,86,1709,2017-2018
Las Palmas,36,38.0,15824,19788,80.0,270275,100124,7765,8727,89.0,5854,6917,84.6,1657,2998,55.3,15,24.8,27.8,-9.8,293,1030,255,61,1332,36,38.0,12571,16479,76.3,225562,93028,5998,6942,86.4,4622,5585,82.8,1558,2966,52.5,53,55.5,40.0,-2.5,415,1091,277,77,1410,2017-2018
Leganés,28,38.0,10383,14887,69.7,193941,83789,4971,5989,83.0,3631,4767,76.2,1500,3243,46.3,23,30.0,27.0,-7.0,291,926,190,75,1111,28,38.0,15687,20217,77.6,292093,105585,6745,7802,86.5,6397,7656,83.6,2119,3694,57.4,28,31.5,30.8,-3.5,302,1219,276,89,1468,2017-2018
Levante,33,38.0,10715,14768,72.6,200058,84435,4844,5740,84.4,4091,5116,80.0,1493,3025,49.4,28,31.8,22.5,-3.8,287,979,272,87,1286,33,38.0,16099,20115,80.0,295798,107215,7111,8028,88.6,6437,7503,85.8,2084,3485,59.8,41,45.3,42.1,-4.3,410,1333,349,88,1661,2017-2018
Málaga,37,38.0,11424,15769,72.4,215599,89948,5144,6089,84.5,4252,5405,78.7,1693,3361,50.4,15,26.3,23.6,-11.3,291,949,213,97,1169,37,38.0,15890,20218,78.6,297135,106437,6910,7997,86.4,6539,7682,85.1,2107,3572,59.0,44,43.1,36.4,0.9,333,1389,299,76,1777,2017-2018
